Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action_Type,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Primary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Lobby hold page,pushbutton,navigation,Waiting area in lobby,waitingInLobby,entryToLobby,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Lobby hold page,pushbutton,navigation,Waiting area in lobby,waitingInLobby,entryToLobby,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Lobby hold page,pushbutton,navigation,Waiting area in lobby,waitingInLobby,entryToLobby,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Participant overview page,pushbutton,navigation,Active call or gathering,sessionParticipants,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantJoin,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join a meeting through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,,Successfully entered session,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through invite link,"Click on the invite link, Click on ""Join Now"" to join the meeting",Secondary,touch,Enter now without details,pushbutton,send,Pre-meeting interface,instantJoinNoDetails,sessionOrMeeting,,confidential meeting,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through invite link,"Click on the invite link, Click on ""Join Now"" to join the meeting",Primary,touch,Connect to session,additional,navigation,Active session or call,connectToMeeting,connectViaTeamsLink,,private chat,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through invite link,"Click on the invite link, Click on ""Join Now"" to join the meeting",Secondary,,Connect to session,additional,navigation,Active session or call,meetingParticipant,tenantSessionParticipant,,private chat,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through invite link,"Click on the invite link, Click on ""Join Now"" to join the meeting",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantJoin,sessionOrMeeting,,confidential meeting,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary, access,Direct link service,link,unlock,Internal operation,directLink,directLink,,,,,,,,,,,Open deep link,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary,automatic,,,,Begin authentication,authenticationComplete,applicationAuthentication,sisu,,,,,,,,,,Auto auth init complete,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary,automatic,Intent handling service,goal,unlock,,directLink,directLink,,,,,,,,,,,Auto deep link intent,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Primary, press,,,,Messaging interface,,,,private chat,,,Direct Chat,,,,Messages,Messaging,Click,,Messaging
Web,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary,automatic,Intent handling service,goal,unlock,,directLink,directLink,,,,,,,,,,,Auto deep link intent,,
Web,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary,switch,Microphone switch,,turn off,Pre-meeting setup screen,muteBeforeJoining,preSessionSwitch,,conference,,,Conference,,,,Conversations,Conversations,Pre-join mute microphone,,
Web,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Secondary, access,Direct link service,link,unlock,Internal operation,directLink,directLink,,,,,,,,,,,Open deep link,,
Web,Collab Action,Meeting,Meeting - Join a meeting through invite link,"In one on one chat, click the invite link shared by the other person to join the meet",Primary, press,Join session button,,attend meeting,Dialing screen,connectFromPreJoinScreen,preSession,,,,,,,,,Conversations,Conversations,Join meeting pre-join screen,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"Go to ""Chat"" or ""Calendar"" tab, click on the ""Meet"" button on the top right cornor, Select ""Join with a meeting ID"" and add the meeting ID and password and Click on ""Join"" to join the meeting",Secondary,touch,Enter now without details,pushbutton,send,Pre-meeting interface,instantJoinNoDetails,sessionOrMeeting,,confidential meeting,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"Go to ""Chat"" or ""Calendar"" tab, click on the ""Meet"" button on the top right cornor, Select ""Join with a meeting ID"" and add the meeting ID and password and Click on ""Join"" to join the meeting",Primary,touch,Connect to session,additional,navigation,Active session or call,connectToMeeting,connectViaTeamsLink,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"Go to ""Chat"" or ""Calendar"" tab, click on the ""Meet"" button on the top right cornor, Select ""Join with a meeting ID"" and add the meeting ID and password and Click on ""Join"" to join the meeting",Secondary,,Connect to session,additional,navigation,Active session or call,meetingParticipant,tenantSessionParticipant,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"Go to ""Chat"" or ""Calendar"" tab, click on the ""Meet"" button on the top right cornor, Select ""Join with a meeting ID"" and add the meeting ID and password and Click on ""Join"" to join the meeting",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantJoin,sessionOrMeeting,,confidential meeting,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option  and enter the meeting id to join the meet",Secondary, press,Enter session using code,pushbutton,send,Primary schedule,enterMeetingViaCode,gathering,,,,,,,,,Planner,Planner App,Join meeting via code,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option to join the meet",Secondary,automatic,Initial app theme,,,Application theme,appInitialTheme,initialAppTheme,,,,,,,,,Conversations,Conversations,Auto apply start theme,,
Maglev,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option to join the meet",Primary, press,Enter session using code,pushbutton,attend meeting,,enterMeetingViaCode,gathering,,,,,,,,,Planner,Planner App,Join meeting via code,,
Web,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option then followed by join now button to join the meet",Primary, press,Join session button,,attend meeting,Pre-meeting setup screen,connectFromPreJoinScreen,preSession,,conference,,,Conference,,,,Conversations,Conversations,Join meeting pre-join screen,,
Web,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option then followed by join now button to join the meet",Secondary, press,Join session button,,attend meeting,Dialing screen,connectFromPreJoinScreen,preSession,,,,,,,,,Conversations,Conversations,Join meeting pre-join screen,,
Web,Collab Action,Meeting,Meeting - Join a meeting through meeting id,"In the calendar tab,click on the # Join with an ID option to join the meet",Secondary, press,Enter session using code,pushbutton,send,Primary schedule,enterMeetingViaCode,gathering,,,,,,,,,Planner,Planner App,Join meeting via code,,
Web,Collab Action,Meeting,Meeting - Join a meeting through meeting id,Join the meeting using the meeting ID shared in the chat.,Secondary, press,Join session button,,attend meeting,Dialing screen,connectFromPreJoinScreen,preSession,,,,,,,,,Conversations,Conversations,Join meeting pre-join screen,,
Web,Collab Action,Meeting,Meeting - Join a meeting through meeting id,Join the meeting using the meeting ID shared in the chat.,Secondary, press,Join session button,,attend meeting,Dialing screen,connectFromPreJoinScreen,preSession,,,,,,,,,Conversations,Conversations,Join meeting pre-join screen,,
Android,Collab action,Meeting,Meeting - Leave a meeting,"Inside the meeting, click on leave button capture this scenario",Primary,,Session concluded,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Leave a meeting,"Inside the meeting, click on leave button capture this scenario",Secondary,touch,End call,pushbutton,navigation,Active call or gathering,endCallOrMeeting,sessionOrMeeting,,private chat,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Leave a meeting,"Inside the meeting, click on leave button capture this scenario",Secondary,automated,Disable call quality feedback,task,,Quality feedback survey,deactivateCallSurvey,callQualityFeedback,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Leave a meeting,"Join a meeting, Click on the Red call button, Click on ""Leave"" to leave the meeting",Primary,touch,End call,pushbutton,send,Live session with lock screen capability,sessionTerminated,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Leave a meeting,"Join a meeting, Click on the Red call button, Click on ""Leave"" to leave the meeting",Secondary,touch,Exit option on leave sheet,pushbutton,display,Action menu,LeaveSheet,sessionTerminated,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting,"In the meeting screen,click on the leave feature to leave the meet",Primary, press,Terminate session button,,send,Ubar interface,endCurrentMeeting,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Stop meeting,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting,"In the meeting screen,click on the leave feature to leave the meet",Secondary,automatic,,,,Dialing screen,activateMediaFeatures,,,,,,,,,,Conversations,Conversations,Auto media features,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting,"In the meeting screen,click on the leave feature to leave the meet",Secondary,automatic,,,hang up,Ubar interface,,,,conference,,,Conference,,,,Conversations,Conversations,Auto,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting,"In the meeting screen,click on the leave feature to leave the meet",Secondary,automatic,,,,,,,,,,,,,,,Conversations,Conversations,Auto,,
Web,Collab Action,Meeting,Meeting - Leave a meeting,"In the meeting screen,click on the leave feature to leave the meet",Primary, press,Abort session button,pushbutton,send,,cancelCalendarEvent,meetingCalendarEntry,,conference,,,Conference,,,,Booking Form,Planner App,Cancel meeting,,
Android,Collab action,Meeting,Meeting - Leave a meeting by end for all ,"Inside the meeting, click drop down option in leave option, click on end meeting for all to capture this scenario",Primary,touch,Terminate call for everyone,pushbutton,send,Action menu,sessionTerminated,sessionOrMeeting,,private chat,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Leave a meeting by end for all ,"Inside the meeting, click drop down option in leave option, click on end meeting for all to capture this scenario",Secondary,,Session concluded,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"Join a meeting, Click on the Red call button, Click on ""End meeting for all"" to remove everyone from the meeting",Primary,touch,End call,pushbutton,send,Live session with lock screen capability,sessionTerminated,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"Join a meeting, Click on the Red call button, Click on ""End meeting for all"" to remove everyone from the meeting",Secondary,touch,End session from leave sheet,pushbutton,display,Action menu,LeaveSheet,sessionTerminated,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Primary, press,End call confirmation,,hang up,Ubar interface,confirmEndCall,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Confirm end call,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting",Secondary, press,,,display,Ubar interface,endMeetingOptions,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Select stop meeting options,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Secondary, press,End call confirmation,pushbutton,hang up,Ubar interface,confirmEndCall,exitDialogue,,conference,,,Conference,,,,Conversations,Conversations,End call confirmation,,
Maglev,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Secondary, press,End call confirmation,pushbutton,hang up,Verify end call for all participants,confirmEndCall,exitDialogue,,,,,,,,,Conversations,Conversations,End call confirmation,,
Web,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Secondary, press,End call confirmation,pushbutton,hang up,Verify end call for all participants,confirmEndCall,exitDialogue,,,,,,,,,Conversations,Conversations,End call confirmation,,
Web,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Primary, press,End call confirmation,pushbutton,hang up,Ubar interface,confirmEndCall,exitDialogue,,conference,,,Conference,,,,Conversations,Conversations,End call confirmation,,
Web,Collab Action,Meeting,Meeting - Leave a meeting by end for all ,"In the meeting page,click on the leave dropdown and click end meeting and click end in the dioalog box",Secondary, press,Open calendar,pushbutton,information,Primary schedule,loadCalendar,loadMeetingCalendar,,,,,,,,,Planner,Planner App,View calendar,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,touch,Confidential meeting,pushbutton,send,Universal button,webinarParticipantJoin,webinarParticipantEntry,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Primary,touch,,,navigation,Active call or gathering,additionalSettings,connectToSession,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,touch,,,navigation,Active call or gathering,anonymousB2BUserMeeting,sessionParticipant,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,,,,,,findMailbox,,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantJoin,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now,"After clicking start meeting option, click on join now option to capture this scenario",Secondary,,Successfully entered session,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Meet now,"Click on the ""Meet Now"" button in the ""Calendar"" tab or ""chat"" tab and click on ""Start meeting"" and Click on ""Join now"" to join a meeting",Primary,touch,Start session from tab,pushbutton,send,Meet Now action menu,startInstantMeeting,instantMeet,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Meet now,"In the calendar tab,click on the Meet now option to start the meet",Primary, press,Start session from share flyout,pushbutton,send,Primary schedule,showMeetNowSharingOptions,gathering,,,,,,,,,Messages,Messaging,Open Meet Now share flyout,,Messaging
Maglev,Collab Action,Meeting,Meeting - Meet now,"In the calendar tab,click on the Meet now option to start the meet",Secondary,automatic,Initial app theme,,,Application theme,appInitialTheme,initialAppTheme,,,,,,,,,Conversations,Conversations,Auto apply start theme,,
Maglev,Collab Action,Meeting,Meeting - Meet now,"In the calendar tab,click on the Meet now option to start the meet",Secondary, press,Open Meet Now share flyout,pushbutton,navigation,Meeting side menu,showMeetNowSharingOptions,gathering,,,,,,,,,Messages,Messaging,Open Meet Now share flyout,,Messaging
Web,Collab Action,Meeting,Meeting - Meet now,"In the calendar tab,click on the Meet now option to start the meet",Primary, access,Invite participants to session,,display,Meet Now dialog box,inviteParticipantsToMeetNow,instantMeetFlyout,,,,,,,,,Conversations,Conversations,Invite participants in Meet Now,,
Web,Collab Action,Meeting,Meeting - Meet now,"In the calendar tab,click on the Meet now option to start the meet",Secondary, press,Start session from share flyout,pushbutton,send,Primary schedule,showMeetNowSharingOptions,gathering,,,,,,,,,Conversations,Conversations,Open Meet Now share flyout,,
Android,Collab action,Meeting,Meeting - Meet now - Start meeting,"Navigate to calender feature, then click on meet now option, then click on the start meeting option to capture this scenario",Primary,touch,Start session from flyout,pushbutton,send,Meet Now action menu,startInstantMeeting,instantMeet,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Meet now - Start meeting,"Navigate to calender feature, then click on meet now option, then click on the start meeting option to capture this scenario",Secondary,touch,,,navigation,Active call or gathering,enterMeetNowSession,connectToSession,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Audio device,"Inside the meeting, click on the speaker button, click on the audio device option to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Audio off,"Inside the meeting, click on the speaker button, click on the audio off option to capture this scenario",Primary,touch,Join with companion button,pushbutton,send,Active call or gathering,muteAudio,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Audio off,"Join a meeting, Click on the ""Speaker"" button and select ""Audio off""",Primary,touch,Mute speaker audio,pushbutton,send,Pre-meeting interface,switchDeviceAudio,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Audio off,"In the meeting prejoin screen,click on the Don't use audio to turn off the audio",Primary, press,Pre-session configuration,,choose,Pre-meeting setup screen,connectWithoutAudio,preSession,,conference,,,Conference,,,,Conversations,Conversations,Join without audio pre-join,,
Maglev,Collab Action,Meeting,Meeting - Options - Caption,"In the meeting,click on more and Language and speech and Show Live captions to turn on captions",Primary, press,Activate live captions,,choose,Ubar interface,activateCaptions,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Start live captions,,
Maglev,Collab Action,Meeting,Meeting - Options - Change layout - Dynamic view,"To change the layout of meeting, click on the view feature in the meeting page and click Dynamic",Primary, press,Dynamic view toggle,,switch,Ubar interface,adaptiveView,viewMode,,conference,,,Conference,,,,Conversations,Conversations,Switch to dynamic view,,
Android,Collab action,Meeting,Meeting - Options - Change layout - Gallery view,"Inside the meeting, click on the 3 dots, then click on the views option to capture this scenario",Primary,touch,Alter view layout,pushbutton,navigation,Switch layout view,modifyStageView,viewArrangement,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Change layout - Gallery view,"Inside the meeting, click on the 3 dots, then click on the views option to capture this scenario",Secondary,touch,Default gallery view,pushbutton,send,Session stage,modifyStageView,viewArrangement,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Change layout - Gallery view,"Inside the meeting, click on the 3 dots, then click on the views option to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Change layout - Gallery view,"Join a meeting, Click on the 3 dot button, Click on ""Views"" and select ""Gallery""",Primary,touch,Default gallery view,pushbutton,send,Session stage,alterStageSetup,viewConfiguration,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Change layout - Gallery view,"To change the layout of meeting, click on the view feature in the meeting page and click Gallery",Primary, press,Mixed grid toggle,,switch,Ubar interface,gridViewSetup,viewMode,,conference,,,Conference,,,,Conversations,Conversations,Switch to mixed grid view,,
Web,Collab Action,Meeting,Meeting - Options - Change layout - Gallery view,"To change the layout of meeting, click on the view feature in the meeting page and click Gallery",Primary, press,,,navigation,Ubar interface,viewSwitchOptions,switchView,,conference,,,Conference,,,,Conversations,Conversations,Show view switcher,,
IOS,Collab Action,Meeting,Meeting - Options - Change layout - Large gallery,"Join a meeting, Click on the 3 dot button, Click on ""Views"" and select ""Large Gallery""",Primary,touch,Switch to paged layout,pushbutton,send,Session stage,alterStageSetup,viewConfiguration,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Change layout - Speaker view,"To change the layout of meeting, click on the view feature in the meeting page and click Speaker",Primary, press,Resume call hold control,,display,Ubar interface,switchResumeCall,session,,conference,,,Conference,,,,,,Resume call,,
IOS,Collab Action,Meeting,Meeting - Options - Change layout - Together view,"Join a meeting, Click on the 3 dot button, Click on ""Views"" and select ""Together mode""",Primary,touch,Switch to unified view,pushbutton,send,Session stage,alterStageSetup,viewConfiguration,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Change layout - Together view,"To change the layout of meeting, click on the view feature in the meeting page and click Together mode(preview)",Primary, press,Audience control,,switch,Ubar interface,unifiedViewMode,viewMode,,conference,,,Conference,,,,Conversations,Conversations,Switch to together mode,,
Android,Collab action,Meeting,Meeting - Options - Don't show chat bubbles,"Inside the meeting, click on the 3 dots, then click on turn off chat bubbles to capture this scenario",Primary,touch,Disable chat bubbles,task,mask,Session stage,chatMessagesOverlay,,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Don't show chat bubbles,"Join a meeting, Click on the 3 dot button, Click on ""Don't show chat bubbles""",Primary,touch,Disable chat bubbles,pushbutton,send,Active session or call,disableChatOverlay,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Don't show chat bubbles,"In the meeting page ,click on more and next settings,in the shown dropdown click on Don't show chat bubbles",Secondary, press,More actions button,navigation,navigation,Ubar interface,showAdditionalCallActions,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Show more actions,,
Maglev,Collab Action,Meeting,Meeting - Options - Don't show chat bubbles,"In the meeting page ,click on more and next settings,in the shown dropdown click on Don't show chat bubbles",Primary, press,Toggle chat bubbles,,mask,Ubar interface,chatBubblesSwitch,session,,conference,,,Conference,,,,Conversations,Conversations,Toggle chat bubbles,,
Android,Collab action,Meeting,Meeting - Options - Hold the call,"Inside the meeting, click on the 3 dots, then click on the turn on put me on hold button to capture this scenario",Primary,touch,Hold session button,pushbutton,navigation,Active call or gathering,pauseSession,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Hold the call,"Inside the meeting, click on the 3 dots, then click on the turn on put me on hold button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Hold the call,"Join a meeting, Click on the 3 dot button, Click on ""Put me on hold"" to hold the call",Primary,touch,Hold session button,pushbutton,send,Active session or call,pauseSession,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Live Caption,"Inside the meeting, click on the 3 dots, then click on the turn on live captions button to capture this scenario",Primary,touch,Activate live captions,pushbutton,send,Additional options menu,activateLiveCaptions,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Live Caption,"Join a meeting, Click on the 3 dot button, Click on ""Live caption"" and select the language you want the caption to be displayed and click on ""Confirm""",Primary,touch,Confirm spoken language start,pushbutton,send,Additional options menu,confirmLanguageChoice,realTimeSubtitles,,,,,,,,,,,,,
Web,Collab Action,Meeting,Meeting - Options - Live Caption,"In the meeting,click on more and Language and speech and Show Live captions to turn on captions",Primary, press,Activate live captions,,choose,Ubar interface,activateCaptions,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Start live captions,,
Android,Collab action,Meeting,Meeting - Options - Mute,"Inside the meeting, click on the mic button when the mic is turned off, capture this scenario",Primary,touch,Mute microphone button,pushbutton,navigation,Active call or gathering,toggleMicrophone,sessionOrMeeting,TurnOffSound,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Mute,"Inside the meeting, click on the mic button when the mic is turned off, capture this scenario",Secondary,touch,Mute microphone button,pushbutton,navigation,Active call or gathering,toggleMicrophone,sessionOrMeeting,TurnOffSound,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Mute,"Inside the meeting, click on the mic button when the mic is turned off, capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Mute,"Join a meeting, Click on the ""Mic"" button to turn Mute and Unmute",Primary,touch,Microphone enable,pushbutton,send,Engage or gather,toggleMicrophone,sessionOrMeeting,TurnOffSound,,,,Confidential Meeting,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Mute,Click on the mic to mute audio,Primary, press,Mute audio control, sound contro,choose,Ubar interface,muteCallAudio,callOrMeetup,TurnOffSound,conference,,,Conference,,,,Call Monitoring,Conversations,Mute audio,,
Web,Collab Action,Meeting,Meeting - Options - Mute,Click on the mic to mute audio,Primary, press,Mute audio control, sound contro,choose,Ubar interface,unmuteAudio,callOrMeetup,TurnOnSound,conference,,,Conference,,,,Conversations,Conversations,Unmute audio,,
Maglev,Collab Action,Meeting,Meeting - Options - Open reaction menu,In the meeting click on the react option to open the reaction menu,Primary, press,Open reactions panel,,,Ubar interface,showReactionsMenu,sessionFeedback,,conference,,,Conference,,,,Conversations,Conversations,Open reactions menu,,
Web,Collab Action,Meeting,Meeting - Options - Open reaction menu,In the meeting click on the react option to open the reaction menu,Primary, press,Open reactions panel,,,Ubar interface,showReactionsMenu,sessionFeedback,,conference,,,Conference,,,,Conversations,Conversations,Open reactions menu,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing photo,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share photo button to capture this scenario",Primary,touch,Begin photo presentation,pushbutton,send,Media sharing options,beginPhotoPresentation,showMedia,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing photo,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share photo button to capture this scenario",Secondary,,Successfully entered session,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing photo,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share photo button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Presenting/Sharing photo,"Join a meeting, Click on the 3 dot button, Click on ""Share"" button, Click on ""Share Photo"" option, Select the photo that you want to share  and hit ""Start Presenting""",Primary,touch,Begin photo presentation,pushbutton,send,Media sharing options,beginPhotoPresentation,showMedia,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing screen,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share screen button to capture this scenario",Primary,touch,Initiate screen sharing,pushbutton,send,Active call or gathering,screenSharing,distribute,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing screen,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share screen button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
